# GnuPlot data: LinearLeastSquares, layer 0
 -0.42999999999999994 -1.292618367830313 
 -0.28174999999999994 -1.0155692214530312 
 -0.13349999999999995 -0.7364573146788416 
 0.01475000000000004 -0.4563579091419739 
 0.16300000000000003 -0.17636793006556803 
 0.31125 0.10241809790731245 
 0.4595 0.37893206221912773 
 0.60775 0.6521556944792272 
 0.756 0.9211429090719048 
 0.90425 1.1850405582303574 
 1.0525 1.44310714825507 
 1.20075 1.6947291062832477 
 1.349 1.9394342407515195 
 1.49725 2.176902100258453 
 1.6455 2.4069710035758205 
 1.79375 2.6296415865853557 
 1.942 2.8450767883288894 
 2.09025 3.05359827647787 
 2.2385 3.255679390639766 
 2.38675 3.451934758309944 
 2.535 3.6431068112726037 
 2.68325 3.830049498251799 
 2.8315 4.013709551121777 
 2.97975 4.195105715655508 
 3.128 4.375306402443889 
 3.27625 4.555406248276175 
 3.4245 4.736502102174283 
 3.57275 4.919668962895499 
 3.721 5.105936395782767 
 3.86925 5.296265946325917 
 4.0175 5.491530045931473 
 4.16575 5.692492872662886 
 4.314 5.899793586825172 
 4.46225 6.113932309169029 
 4.6105 6.335259149322296 
 4.75875 6.563966525141296 
 4.907 6.800084941478875 
 5.05525 7.043482320973852 
 5.2035 7.293866901542902 
 5.35175 7.550793637010189 
 5.5 7.813673960458729 
 5.64825 8.081788696116682 
 5.7965 8.354303836519685 
 5.94475 8.630288838832358 
 6.093 8.90873703894724 
 6.24125 9.188587735519969 
 6.3895 9.468749459464625 
 6.53775 9.748123918426874 
 6.686 10.025630090944839 
 6.83425 10.300227941723946 
 6.9825 10.570941237763817 
 7.13075 10.836878964800682 
 7.279 11.097254874234897 
 7.42725 11.351404731726166 
 7.5755 11.598800889059584 
 7.72375 11.839063859607244 
 7.872 12.0719706434448 
 8.02025 12.29745961948792 
 8.168500000000002 12.5156318973257 
 8.316750000000003 12.726749099094794 
 8.465000000000003 12.931227620055068 
 8.613250000000004 13.129629493777433 
 8.761500000000005 13.32265006234181 
 8.909750000000006 13.511102722034515 
 9.058000000000007 13.695901079191453 
 9.206250000000008 13.878038907649362 
 9.354500000000009 14.05856834749535 
 9.50275000000001 14.238576823387007 
 9.65100000000001 14.419163188805305 
 9.799250000000011 14.60141361958379 
 9.947500000000012 14.786377785557985 
 10.095750000000013 14.975045823077485 
 10.244000000000014 15.168326613554097 
 10.392250000000015 15.367027844567708 
 10.540500000000016 15.571838290946175 
 10.688750000000017 15.783312704534003 
 10.837000000000018 16.00185964413568 
 10.985250000000018 16.22773251261839 
 11.13350000000002 16.461023997800673 
 11.28175000000002 16.701664039082022 
